index,file,obj_id,class,xmax,xmin,ymax,ymin
9511,2011_003177,0,aeroplane,459,2,237,31
9512,2011_003177,1,aeroplane,500,399,110,54
9514,2008_008595,0,bird,274,84,234,53
9515,2011_002269,0,aeroplane,396,68,352,9
9524,2008_002906,8,person,155,145,231,121
9526,2010_006467,0,person,286,85,375,13
9527,2010_002629,1,person,291,198,243,94
9536,2011_000456,0,bird,402,284,294,78
9537,2010_001320,0,aeroplane,325,122,326,245
9538,2010_001320,1,aeroplane,244,2,500,325
9555,2011_002533,0,person,231,175,361,221
9558,2011_000324,0,bird,423,61,222,80
9561,2010_000994,0,bird,299,185,313,107
9562,2010_005152,0,bird,500,1,375,1
9564,2009_001683,0,bird,343,136,416,68
9568,2009_004710,0,person,165,124,339,229
9569,2008_004378,0,aeroplane,434,133,208,24
9570,2008_004378,1,aeroplane,398,294,242,214
9573,2008_003417,4,person,366,103,491,7
9581,2009_004076,1,sofa,500,1,333,1
9584,2008_000678,0,bird,375,17,497,74
9586,2011_006972,0,person,344,233,272,82
9599,2008_002735,3,bird,500,459,166,90
9605,2008_008218,1,person,368,240,260,75
9613,2009_003725,4,person,211,183,293,254
9621,2008_004436,2,person,339,218,300,111
9632,2008_002047,8,person,495,472,265,190
9640,2011_003188,0,sofa,499,4,163,1
9643,2011_000481,0,aeroplane,302,188,211,85
9674,2010_002827,0,aeroplane,500,15,143,14
9675,2010_005184,0,aeroplane,350,53,242,120
9676,2008_000123,0,bird,287,111,171,62
9683,2011_000494,0,bird,500,192,303,105
9684,2011_000494,1,bird,244,151,332,124
9687,2011_001952,0,bird,498,75,232,9
9688,2011_001952,1,bird,179,39,242,187
9689,2011_001952,2,bird,323,201,230,191
9690,2011_001952,3,bird,86,29,223,171
9695,2010_000942,5,person,161,43,265,122
9702,2007_006282,0,person,312,119,334,98
9708,2008_008231,0,aeroplane,98,51,104,79
9710,2009_000205,0,aeroplane,362,1,216,103
9711,2009_000563,0,sofa,500,1,305,77
9720,2009_000577,0,sofa,419,173,230,129
9725,2011_004816,0,person,382,260,333,106
9729,2012_002064,0,person,238,1,338,31
9742,2011_000457,0,sofa,498,1,331,1
9745,2009_001696,2,aeroplane,483,1,146,42
9746,2009_001696,3,aeroplane,409,151,84,42
9747,2009_001696,4,aeroplane,36,1,112,92
9751,2008_001598,0,person,382,25,251,66
9765,2008_005926,0,sofa,257,1,500,275
9768,2010_000981,0,aeroplane,462,59,241,108
9770,2012_003385,1,person,295,79,353,197
9771,2009_004088,1,sofa,500,330,251,48
9772,2011_006998,0,person,456,131,298,1
9776,2010_003278,0,sofa,462,70,374,217
9777,2010_003278,1,sofa,500,412,375,239
9781,2011_002268,0,sofa,277,33,375,231
9782,2011_002268,2,sofa,420,300,369,218
9784,2010_004271,1,sofa,500,1,375,1
9786,2011_003176,0,aeroplane,482,399,225,175
9787,2011_003176,1,aeroplane,454,363,214,151
9788,2011_003176,2,aeroplane,448,312,218,186
9789,2011_003176,3,aeroplane,472,31,231,78
9791,2010_002614,0,bird,321,43,500,46
9809,2012_002528,3,person,90,75,220,181
9819,2008_002244,3,person,135,111,360,290
9825,2010_003091,2,person,250,136,266,105
9836,2008_004147,0,bird,407,124,392,100
9838,2008_000321,0,sofa,476,269,269,112
9841,2009_000991,0,bird,392,83,335,36
9842,2009_000991,1,bird,229,109,326,231
9858,2008_006778,0,aeroplane,500,1,319,14
9860,2007_008085,0,bird,100,54,219,173
9866,2012_002272,1,person,404,299,375,131
9867,2009_002604,0,bird,277,179,275,177
9869,2012_002266,0,person,440,362,217,158
9881,2011_000872,0,aeroplane,364,109,247,84
9882,2010_000229,0,aeroplane,275,198,213,187
9883,2010_000229,1,aeroplane,402,326,201,176
9884,2010_000229,2,aeroplane,366,277,232,208
9885,2010_000229,3,aeroplane,467,394,202,176
9888,2008_004190,0,aeroplane,309,152,189,142
9895,2007_009402,0,person,455,169,333,88
9898,2010_004729,0,aeroplane,495,8,233,106
9936,2011_005063,0,person,500,245,375,1
9939,2012_001974,0,person,294,184,500,202
9944,2011_001211,0,bird,286,46,470,43
9948,2011_000669,0,bird,250,184,220,106
9949,2011_000669,1,bird,323,238,167,74
9961,2008_004027,0,bird,352,200,202,158
9964,2009_003320,1,person,229,126,415,163
9968,2010_006089,0,person,207,1,480,18
9979,2008_000533,0,bird,492,233,268,116
9982,2008_002324,0,person,185,106,166,1
9983,2011_000084,1,sofa,498,83,323,28
9998,2011_000912,0,bird,251,198,228,197
10001,2009_000615,1,sofa,375,1,500,50
10002,2008_008621,0,sofa,332,1,361,122
10009,2009_004315,0,bird,461,219,327,51
10010,2008_005463,2,sofa,500,1,331,1
10014,2008_005477,0,bird,333,25,500,49
10017,2009_004301,3,sofa,483,255,375,119
10018,2009_002770,0,aeroplane,500,1,339,9
10028,2007_004052,0,aeroplane,398,47,213,108
10039,2012_001828,1,person,277,25,244,3
10040,2010_003132,0,aeroplane,500,2,298,63
10041,2011_002644,1,sofa,470,85,375,266
10042,2011_002644,2,sofa,500,457,375,240
10050,2010_005557,0,aeroplane,452,40,243,83
10061,2007_005358,0,aeroplane,278,231,155,131
10064,2010_000361,0,sofa,345,57,375,98
10077,2008_008184,7,person,448,367,375,135
10079,2011_002678,1,person,66,16,130,7
10085,2011_002678,7,person,426,344,160,10
10089,2008_008190,0,sofa,355,65,300,139
10090,2008_008190,1,person,261,160,324,67
10091,2010_000413,3,person,20,1,149,63
10095,2010_002562,1,sofa,375,1,500,1
10106,2011_003943,1,person,35,1,321,172
10120,2009_004895,0,bird,315,1,269,75
10121,2010_003495,0,aeroplane,441,80,289,10
10122,2012_000049,0,person,419,321,324,75
10124,2008_006432,0,bird,380,125,310,120
10127,2007_006490,0,bird,109,80,332,309
10129,2010_002947,0,aeroplane,375,128,254,179
10131,2008_007738,0,aeroplane,421,13,257,103
10135,2011_004786,0,person,320,232,351,84
10151,2011_001198,1,sofa,500,1,375,1
10155,2008_005649,0,bird,500,94,297,48
10156,2010_000836,0,bird,290,208,255,110
10167,2008_008345,0,aeroplane,415,73,151,57
10168,2008_008345,1,aeroplane,320,290,44,29
10169,2008_000719,0,person,375,121,333,46
10173,2008_008423,0,bird,279,244,263,224
10174,2009_000417,0,aeroplane,492,1,197,21
10180,2008_003562,1,sofa,500,1,291,213
10183,2008_001375,3,person,500,358,333,50
10189,2009_004103,0,bird,401,131,333,51
10191,2009_002599,0,aeroplane,500,48,257,116
10193,2009_001090,0,aeroplane,389,61,205,92
10221,2011_006634,1,person,248,168,327,129
10234,2011_001173,1,sofa,500,1,375,117
10236,2008_002873,1,sofa,500,1,371,1
10243,2009_001906,1,sofa,500,1,375,1
10251,2011_005467,3,person,140,55,332,115
10252,2011_002308,0,person,334,60,500,65
10253,2011_001601,1,sofa,500,1,375,1
10255,2007_005600,0,aeroplane,368,132,225,161
10256,2007_005600,1,aeroplane,319,255,165,136
10260,2011_001167,11,sofa,203,85,255,186
10265,2008_000916,3,person,479,445,269,189
10270,2010_005770,0,sofa,478,53,359,83
10275,2010_001516,0,sofa,499,3,371,1
10276,2012_002874,0,person,384,199,255,17
10277,2012_002874,1,person,201,48,255,53
10285,2010_002779,0,person,259,1,500,203
10287,2010_005016,0,bird,496,7,355,85
10288,2010_003473,0,bird,345,125,324,28
10293,2008_005863,1,person,21,6,285,254
10298,2011_002463,0,bird,500,176,203,78
10299,2011_002463,1,bird,286,46,332,172
10303,2010_002023,0,bird,448,145,257,27
10304,2008_007084,0,person,266,209,212,160
10308,2007_009779,3,person,358,306,282,135
10312,2011_001624,0,aeroplane,353,115,223,148
10318,2008_001387,0,bird,284,126,228,92
10322,2009_000397,4,aeroplane,465,41,227,92
10332,2007_001457,0,sofa,350,136,264,121
10336,2010_005980,0,sofa,493,272,375,268
10343,2008_005687,0,bird,235,122,467,385
10344,2008_005687,1,bird,201,125,384,309
10345,2008_005687,2,bird,325,247,381,296
10346,2008_005687,3,bird,253,215,414,362
10357,2008_000714,3,person,293,242,328,194
10361,2010_002962,0,sofa,457,1,375,205
10377,2009_003107,0,aeroplane,493,13,243,112
10378,2008_007709,0,bird,388,61,424,156
10384,2008_002117,0,person,480,10,333,1
10390,2009_005210,0,aeroplane,500,1,231,93
10407,2009_002557,1,person,259,227,236,199
10410,2009_004898,0,bird,437,42,363,72
10421,2008_008406,0,bird,323,192,243,106
10422,2008_007735,1,sofa,500,1,375,1
10429,2007_002412,0,bird,305,274,220,181
10430,2007_002412,1,bird,247,210,240,199
10431,2011_000704,2,sofa,338,1,335,1
10433,2009_002972,1,sofa,498,3,372,3
10434,2011_002675,0,aeroplane,445,45,343,62
10441,2011_002675,7,aeroplane,500,416,172,114
10442,2011_002675,8,aeroplane,494,401,139,89
10459,2010_001066,0,sofa,288,155,375,289
10460,2008_003976,0,aeroplane,494,13,224,90
10468,2009_000817,0,aeroplane,478,46,230,80
10481,2010_004888,0,aeroplane,407,85,317,24
10494,2009_003488,0,aeroplane,333,1,387,144
10496,2008_005491,0,aeroplane,195,128,202,173
10497,2008_005491,1,aeroplane,316,250,223,196
10498,2008_005491,2,aeroplane,462,393,223,194
10499,2008_005491,3,aeroplane,393,328,225,195
10503,2008_001185,0,bird,482,12,402,53
10506,2008_006832,0,aeroplane,229,192,204,167
10507,2008_006832,1,aeroplane,317,280,178,145
10509,2011_001432,0,bird,487,49,375,65
10510,2010_000344,0,sofa,347,139,245,103
10512,2012_002486,0,person,331,1,405,82
10513,2012_003798,0,person,260,187,327,71
10525,2008_000270,2,sofa,500,1,334,89
10555,2010_000393,0,bird,473,195,88,2
10556,2010_000393,1,bird,473,6,250,122
10557,2012_002337,0,person,249,118,261,4
10558,2008_003023,0,bird,302,78,335,35
10559,2010_001933,1,sofa,500,1,375,1
10560,2010_006084,0,bird,407,3,363,26
10562,2011_002852,0,sofa,499,321,346,130
10563,2011_002852,1,sofa,424,1,373,261
10564,2011_002852,2,sofa,177,1,287,119
10568,2009_000142,3,sofa,493,1,375,1
10571,2008_001620,0,person,435,371,400,258
10582,2008_008162,0,sofa,500,49,333,94
10587,2010_001927,0,bird,439,116,208,26
10588,2008_002329,0,sofa,312,1,375,43
10590,2009_002999,0,aeroplane,493,16,291,74
10591,2009_004456,1,sofa,500,1,336,1
10595,2008_007537,1,person,385,286,251,85
10596,2011_004589,0,person,375,1,500,54
10604,2011_000116,0,aeroplane,219,121,189,152
10613,2007_006066,0,sofa,500,343,333,235
10614,2011_002715,0,bird,388,201,246,48
10618,2008_003802,5,person,37,1,140,97
10630,2008_006952,1,person,257,137,206,72
10636,2008_006952,8,sofa,188,1,279,43
10641,2008_004837,0,bird,375,222,488,337
10642,2008_004837,1,bird,225,196,346,314
10643,2012_001945,0,person,131,37,453,184
10652,2008_007480,0,aeroplane,485,1,317,13
10653,2008_007480,2,aeroplane,79,1,155,123
10665,2011_005913,0,person,322,193,373,30
10668,2009_001314,0,bird,290,105,318,131
10671,2008_007319,2,bird,46,1,375,329
10672,2010_004917,0,aeroplane,377,299,268,190
10675,2008_006761,0,aeroplane,500,1,349,39
10679,2009_001466,0,bird,226,132,234,59
10680,2008_004176,0,person,454,316,438,58
10686,2008_004176,6,person,146,48,438,60
10693,2010_003936,2,person,401,391,224,154
10694,2008_006991,1,person,332,202,247,1
10699,2009_003259,0,bird,288,213,260,124
10711,2008_008002,0,bird,257,131,211,168
10712,2008_008002,1,bird,449,361,228,176
10716,2010_003088,0,aeroplane,397,87,213,117
10728,2009_002153,0,bird,201,64,375,107
10729,2009_002153,1,bird,344,202,375,126
10730,2009_002153,2,bird,460,292,361,70
10731,2009_002153,3,bird,364,144,132,26
10736,2010_004095,0,sofa,500,306,375,203
10741,2008_007443,6,person,202,188,219,178
10747,2011_002503,0,bird,430,30,361,39
10752,2008_005903,0,bird,278,121,346,117
10758,2011_002265,0,bird,324,122,387,108
10764,2010_005610,0,sofa,500,1,446,156
10771,2009_004091,0,sofa,376,76,333,101
10787,2008_002922,0,sofa,500,1,333,42
10793,2008_007682,0,sofa,384,1,375,123
10801,2008_003382,0,bird,343,21,500,32
10802,2008_004406,0,aeroplane,500,53,266,74
10803,2008_003369,0,aeroplane,500,1,272,104
10806,2008_007669,0,bird,398,121,307,62
10807,2010_002816,0,aeroplane,500,179,259,116
10809,2010_002816,2,aeroplane,225,158,226,189
10812,2011_001977,0,sofa,337,1,376,221
10816,2008_002705,0,person,48,10,188,142
10819,2008_000674,0,person,271,1,480,187
10830,2012_002041,0,person,367,13,499,51
10831,2009_002423,0,bird,433,293,214,142
10832,2008_005724,0,bird,333,86,363,82
10833,2008_005724,1,bird,333,1,500,215
10834,2011_006942,0,person,394,329,117,31
10838,2009_004052,4,person,216,173,199,143
10845,2012_002727,0,person,282,248,368,298
10850,2009_000546,3,person,357,232,246,89
10858,2011_000499,3,sofa,500,286,334,166
10859,2011_000499,4,sofa,178,151,144,117
10861,2008_004348,0,aeroplane,500,20,235,79
10868,2010_000797,8,person,500,484,235,204
10870,2010_001489,0,aeroplane,404,20,251,140
10874,2008_000648,1,sofa,500,55,331,49
10875,2010_005837,0,bird,227,67,218,55
10876,2010_005837,1,bird,360,173,238,50
10878,2008_003426,0,bird,373,47,333,14
10882,2008_005057,0,aeroplane,432,76,233,140
10888,2008_008215,0,aeroplane,500,63,302,88
10890,2010_002181,0,bird,474,130,232,77
10894,2007_009817,0,bird,448,149,373,127
10902,2008_008567,0,sofa,500,1,483,20
10911,2011_001962,0,aeroplane,442,91,259,147
10912,2012_003410,0,person,317,1,500,99
10920,2008_005719,0,aeroplane,337,284,192,164
10926,2009_003066,0,aeroplane,490,17,229,58
10929,2009_004709,0,aeroplane,364,257,289,254
10930,2008_006576,1,sofa,375,1,500,185
10934,2010_002817,3,sofa,500,2,414,1
10936,2012_001213,0,person,500,364,253,27
10946,2009_004084,0,bird,225,51,441,117
10950,2007_008260,1,sofa,499,3,374,2
10954,2010_002142,0,bird,374,183,274,80
10964,2011_000329,0,aeroplane,452,3,274,140
10965,2007_005988,2,person,95,37,232,66
10966,2007_005988,3,person,455,346,252,48
10969,2008_005080,0,bird,264,168,383,285
10970,2008_005080,1,bird,255,36,500,60
10971,2011_001751,0,sofa,442,110,345,183
10975,2011_001779,0,bird,357,37,414,97
10977,2012_000864,0,person,245,169,169,112
10978,2008_005916,0,aeroplane,461,1,237,51
10984,2008_005902,7,person,203,172,105,39
10988,2008_008598,2,person,190,48,375,100
10999,2008_007442,0,aeroplane,165,57,205,166
11000,2008_007442,1,aeroplane,373,265,200,165
11023,2008_008765,0,aeroplane,441,111,239,114
11024,2008_000339,0,bird,77,32,304,221
11025,2008_000339,1,bird,145,92,354,297
11026,2008_000339,2,bird,68,9,388,332
11030,2009_000037,0,bird,310,162,303,125
11037,2008_005527,3,person,500,319,228,28
11038,2008_001769,0,person,352,93,496,97
11039,2009_001301,0,bird,329,1,500,92
11041,2009_002608,0,bird,345,77,343,89
11042,2009_004279,1,person,322,67,334,116
11047,2008_002506,2,person,384,180,375,60
11048,2007_003876,0,aeroplane,174,93,144,98
11055,2009_000779,1,sofa,500,1,375,1
11066,2008_004605,0,aeroplane,463,32,223,52
11067,2008_004605,2,aeroplane,500,450,188,109
11077,2009_005198,0,bird,433,116,241,85
11083,2008_003181,2,sofa,500,252,346,94
11091,2009_002191,0,aeroplane,469,19,250,129
11095,2010_006898,2,person,215,172,312,211
11101,2011_001547,0,sofa,298,11,318,122
11102,2008_005296,0,bird,255,120,374,150
11103,2008_005296,1,bird,377,314,365,291
11108,2010_005349,4,person,329,248,219,92
11113,2010_004043,0,sofa,376,140,352,195
11127,2011_000103,0,aeroplane,492,13,229,99
11128,2011_002714,3,sofa,188,3,265,152
11134,2011_002072,1,person,178,20,242,60
11148,2008_001966,0,bird,234,15,333,165
11153,2009_002807,2,person,313,1,333,10
11156,2009_002998,0,sofa,375,1,500,364
11158,2008_004981,0,aeroplane,375,1,363,20
11159,2008_004981,1,aeroplane,330,1,143,1
11164,2008_007250,0,bird,240,94,289,76
11165,2008_007250,1,bird,363,289,376,262
11166,2009_001249,7,sofa,305,209,235,169
11180,2010_000386,0,sofa,446,25,309,137
11188,2009_003338,5,person,403,382,159,141
11192,2009_004457,0,sofa,500,22,281,110
11194,2010_001098,0,bird,384,362,143,104
11195,2010_001098,1,bird,276,250,110,77
11196,2010_001098,2,bird,233,211,141,109
11197,2010_001098,3,bird,169,149,178,145
11198,2010_001098,4,bird,109,92,195,149
11199,2010_000392,0,aeroplane,438,228,223,145
11201,2008_003744,0,aeroplane,500,1,375,68
11202,2011_000922,0,aeroplane,339,226,151,64
11203,2011_000922,1,aeroplane,287,179,267,184
11215,2009_002754,0,bird,370,205,303,98
11224,2008_004003,0,person,285,229,239,80
11232,2012_001171,1,person,83,32,238,97
11239,2009_000619,0,bird,301,141,328,127
11245,2008_004771,0,aeroplane,273,24,161,72
11248,2008_001609,1,person,438,221,375,51
11253,2008_004942,0,bird,474,208,312,142
11254,2008_004942,1,bird,258,35,240,71
11265,2010_004123,0,bird,174,111,143,68
11270,2007_008670,0,bird,254,56,263,115
11271,2007_008670,1,bird,252,60,397,279
11283,2010_000437,0,aeroplane,476,59,287,107
11285,2008_005490,1,sofa,288,1,432,57
11289,2011_004239,0,person,303,200,186,34
11291,2011_003556,0,person,326,220,236,9
11322,2011_002674,0,bird,408,119,413,66
11326,2011_006412,2,person,397,293,303,111
11327,2010_001715,1,bird,489,251,354,165
11331,2010_000184,0,bird,309,121,408,74
11338,2010_005942,0,aeroplane,470,49,293,163
11353,2008_005889,0,aeroplane,463,1,252,84
11366,2008_001351,1,person,340,207,259,1
11368,2008_001351,3,bird,391,27,486,166
11369,2008_001351,4,bird,315,56,439,204
11390,2008_002670,2,person,186,90,285,73
11398,2008_006370,0,sofa,459,58,375,138
11399,2008_006370,1,person,365,87,375,91
11402,2008_006364,0,aeroplane,500,1,277,15
11416,2010_000621,0,bird,361,101,334,136
11417,2010_000621,1,bird,240,3,241,49
11422,2010_004447,4,sofa,231,40,361,231
11426,2008_007091,0,sofa,457,1,375,156
11427,2008_007091,1,person,288,168,365,121
11433,2010_005995,1,sofa,500,1,375,1
11439,2009_002595,1,person,327,231,302,36
11458,2011_004775,1,person,157,105,222,86
11471,2011_004007,0,person,318,250,347,97
11485,2008_005860,1,sofa,500,1,375,1
11492,2009_001908,0,sofa,500,1,333,31
11496,2011_000511,0,bird,425,115,256,90
11508,2007_000762,4,person,266,143,223,127
11529,2009_004694,1,person,387,210,356,54
11534,2010_002752,1,bird,279,237,169,114
11538,2010_003458,0,aeroplane,467,64,358,60
11539,2012_000084,0,person,314,193,500,163
11540,2011_003030,0,bird,500,1,333,67
11542,2008_001390,1,person,344,1,310,136
11543,2008_001390,2,sofa,500,1,375,68
11545,2010_000151,0,bird,236,96,376,235
11549,2009_004858,0,bird,208,99,188,155
11550,2011_006148,0,person,450,303,342,93
11557,2007_007031,0,person,140,1,489,86
11562,2010_004451,0,bird,219,64,252,104
11572,2008_004203,2,person,93,43,255,90
11577,2009_001713,0,aeroplane,380,38,216,91
11586,2011_001800,0,aeroplane,240,68,162,109
11589,2010_000810,0,bird,158,89,211,148
11590,2010_005968,0,bird,314,148,316,75
11591,2009_004131,0,bird,149,119,172,112
11595,2008_007050,0,sofa,422,134,226,65
11596,2008_007050,1,sofa,113,1,268,68
11597,2008_007050,2,sofa,384,256,86,35
11605,2009_002226,0,bird,332,101,217,65
11620,2008_001353,0,person,336,253,445,195
11621,2008_008411,0,aeroplane,500,58,304,75
11623,2008_008377,0,bird,325,80,275,44
11636,2011_006835,1,person,286,136,346,1
11637,2008_003222,0,bird,422,181,356,79
11644,2010_003114,1,sofa,500,96,375,89
11654,2008_001810,0,bird,487,14,310,1
11658,2010_005217,0,bird,467,47,286,96
11661,2010_004109,0,sofa,500,248,334,78
11684,2008_001838,2,person,390,297,199,71
11689,2008_001838,7,sofa,500,1,375,165
11693,2008_007291,6,person,437,192,342,127
11695,2008_007285,0,sofa,500,77,333,110
11712,2008_006616,2,sofa,500,26,303,104
11720,2009_002018,0,aeroplane,472,323,233,182
11727,2009_000169,4,person,446,404,62,1
11728,2011_002879,0,sofa,56,1,375,214
11731,2008_006164,0,bird,424,68,321,71
11732,2008_000515,0,bird,429,142,477,32
11733,2008_000515,1,bird,106,1,351,1
11742,2008_005323,0,sofa,480,427,360,275
11743,2008_005323,1,sofa,450,218,343,192
11744,2008_005323,3,sofa,139,1,265,177
11749,2008_008607,0,aeroplane,361,27,162,36
11763,2008_003020,1,person,445,305,375,68
11767,2011_002851,0,aeroplane,470,35,243,123
11768,2011_002851,1,aeroplane,51,1,223,193
11774,2008_008175,0,bird,331,219,439,296
11789,2010_001111,1,sofa,394,39,347,110
11790,2010_001111,2,person,345,119,375,91
11794,2008_006979,1,sofa,281,1,343,66
11800,2008_001970,0,person,422,229,375,166
11802,2008_004808,0,bird,500,1,375,1
11803,2008_004808,1,bird,99,3,260,11
11808,2011_000673,0,bird,336,68,273,181
11816,2012_004180,0,person,289,205,185,36
11825,2010_002356,2,person,340,294,277,177
11833,2010_000541,0,aeroplane,394,37,323,17
11836,2011_000129,0,aeroplane,214,117,194,165
11837,2011_000129,1,aeroplane,342,247,173,140
11838,2011_000129,2,aeroplane,473,366,156,129
11842,2010_001139,0,aeroplane,500,3,315,30
11845,2008_006951,0,aeroplane,472,128,207,102
11847,2009_000790,0,bird,350,161,300,91
11849,2011_005904,0,person,445,325,375,55
11858,2008_002262,0,person,389,294,306,139
11864,2008_008029,2,sofa,500,16,375,88
11875,2009_000009,2,bird,25,13,204,182
11891,2009_004509,0,bird,281,198,319,159
11908,2011_000698,0,aeroplane,385,113,229,150
11912,2010_005388,0,sofa,413,205,284,166
11917,2009_000021,4,person,318,297,309,165
11922,2009_000021,9,person,53,32,195,138
11929,2008_006038,1,sofa,500,1,375,136
11930,2008_005531,0,bird,289,94,362,49
11933,2008_003140,6,person,183,89,375,103
11936,2007_004841,0,aeroplane,171,107,243,200
11937,2007_004841,1,aeroplane,375,350,125,108
11946,2009_000035,0,bird,237,80,252,182
11952,2012_003638,0,person,301,134,375,94
11953,2009_004535,0,aeroplane,382,72,257,166
11973,2010_002168,1,bird,186,158,348,304
11989,2008_005928,1,person,202,4,335,22
11991,2011_006028,0,person,364,305,357,192
11994,2008_005096,0,bird,279,125,203,107
11995,2007_003451,0,sofa,408,235,225,154
11998,2010_003538,1,person,334,160,500,49
12003,2010_002632,2,bird,262,174,152,82
12005,2011_001753,0,aeroplane,500,1,308,20
12012,2011_005253,1,person,491,458,315,233
12018,2010_002154,0,person,461,267,375,91
12025,2008_000677,2,person,299,202,292,86
12026,2008_000677,3,person,394,298,286,57
12028,2009_002408,1,sofa,500,1,375,1
12029,2010_000970,1,person,364,83,375,14
12035,2009_000579,0,bird,492,110,333,28
12036,2009_000579,1,bird,230,35,333,168
12037,2009_000579,2,bird,99,14,245,1
12038,2009_000579,3,bird,417,354,112,1
12044,2011_001974,0,sofa,325,93,197,73
12045,2009_003064,0,person,500,93,375,10
12046,2012_002718,0,person,197,3,363,63
12052,2012_002056,0,person,252,1,375,54
12059,2012_000641,0,person,267,211,290,96
12060,2010_002183,1,person,97,8,253,136
12066,2008_007124,0,bird,246,137,224,152
12069,2009_000545,0,aeroplane,356,129,240,137
12070,2009_000545,1,aeroplane,500,349,230,180
12078,2009_004723,0,bird,332,41,471,122
12080,2007_002954,1,person,461,351,375,166
12089,2009_002346,1,sofa,142,1,65,1
12090,2009_002346,2,sofa,490,141,173,1
12091,2008_003430,2,sofa,500,1,375,40
12096,2011_004830,0,person,154,77,284,165
12097,2008_007656,0,bird,377,1,285,52
12103,2008_001227,2,aeroplane,443,1,375,132
12104,2008_006548,0,aeroplane,393,1,217,128
12112,2009_001129,0,aeroplane,500,11,335,61
12114,2008_004439,1,person,327,242,291,117
12125,2008_000138,5,person,341,260,312,116
12129,2011_001949,7,person,492,462,278,214
12145,2009_001128,0,bird,489,112,404,136
12146,2009_001128,1,bird,229,32,404,27
12163,2009_004044,0,bird,260,39,288,31
12167,2008_008570,0,aeroplane,488,57,320,121
12179,2008_004362,0,bird,410,165,260,49
12188,2008_006213,0,aeroplane,204,42,200,103
12189,2012_003361,0,person,427,135,433,69
12195,2008_007119,2,person,178,156,118,57
12198,2008_006207,1,sofa,242,1,349,1
12208,2010_004242,0,aeroplane,427,296,261,116
12209,2011_003145,0,bird,293,105,313,187
12212,2010_006333,0,person,190,63,415,50
12215,2010_001448,0,aeroplane,440,136,330,17
12219,2007_004459,3,aeroplane,500,2,267,12
12225,2010_002141,0,aeroplane,416,175,132,43
12226,2010_002141,1,aeroplane,322,236,89,58
12248,2008_002920,3,sofa,475,147,301,97
12250,2011_006029,1,person,451,216,323,13
12252,2009_002390,0,sofa,281,1,451,132
12253,2008_007870,0,bird,368,210,186,97
12258,2010_000018,0,sofa,500,137,375,147
12264,2010_005606,2,sofa,500,121,375,39
12267,2012_000873,0,person,489,174,375,39
12268,2011_002515,0,aeroplane,415,113,237,75
12278,2008_007864,1,person,375,41,500,78
12280,2008_001742,1,aeroplane,500,1,352,1
12285,2008_003155,0,aeroplane,499,2,266,112
12296,2008_008772,0,sofa,446,131,297,161
12301,2009_000746,0,bird,304,235,252,176
12302,2008_001030,0,sofa,406,36,374,205
12311,2012_002533,0,person,500,234,374,10
12322,2008_006039,6,person,401,339,198,69
12323,2008_006039,7,person,455,381,285,84
12327,2011_002930,0,aeroplane,488,34,195,15
12333,2009_001316,0,aeroplane,483,5,297,30
12334,2012_001012,0,person,101,1,322,79
12335,2009_001470,0,sofa,500,1,375,70
12336,2008_001018,0,person,494,481,280,251
12338,2008_006777,0,aeroplane,500,369,112,56
12339,2008_006777,1,aeroplane,278,213,77,50
12340,2008_006777,2,aeroplane,473,17,271,96
12346,2009_003273,0,bird,376,34,375,52
12353,2008_008028,0,aeroplane,500,66,224,62
12358,2009_004291,0,sofa,500,1,334,1
12360,2008_003196,0,aeroplane,349,98,153,62
12362,2010_002357,0,aeroplane,455,82,215,85
12363,2008_001781,5,sofa,123,1,312,202
12372,2011_000882,0,aeroplane,334,2,500,162
12374,2009_002192,0,sofa,500,117,301,83
12377,2010_006643,0,person,145,49,327,72
12379,2011_003353,0,person,375,130,470,45
12381,2008_006944,0,person,291,192,312,108
12401,2011_000114,0,bird,336,80,400,342
12404,2008_003814,1,sofa,169,1,335,205
12405,2009_000961,0,bird,261,121,354,233
12406,2009_000961,1,bird,194,137,246,208
12411,2010_000568,0,aeroplane,481,27,240,93
12412,2008_001971,0,aeroplane,395,132,194,125
12426,2009_000140,9,person,223,190,195,141
12433,2010_006086,2,sofa,500,1,375,1
12434,2010_001931,0,aeroplane,494,2,265,59
12450,2008_008606,0,sofa,491,186,310,90
12455,2008_005444,1,sofa,393,9,235,81
12475,2008_004000,0,aeroplane,500,25,260,63
12476,2008_004000,1,aeroplane,244,81,206,139
12477,2008_004000,2,aeroplane,264,180,187,156
12479,2008_002471,0,bird,380,207,238,94
12481,2008_000266,1,person,161,77,333,95
12486,2007_009592,1,sofa,264,51,270,128
12487,2008_007509,0,person,500,179,375,1
12490,2010_001919,0,bird,350,204,192,30
12491,2008_004766,0,bird,316,286,353,316
12498,2011_005642,0,person,216,171,234,134
12537,2011_002677,4,person,409,350,142,16
12540,2007_002376,0,aeroplane,458,1,224,32
12542,2010_006079,2,sofa,499,1,375,182
12545,2010_004108,2,sofa,495,1,375,16
12546,2009_000801,0,aeroplane,484,25,276,116
12548,2010_002579,1,aeroplane,292,72,247,161
12549,2010_002579,2,aeroplane,109,56,232,212
12561,2008_001805,0,aeroplane,500,10,302,89
12564,2008_008410,0,sofa,466,45,354,98
12573,2007_007795,4,person,408,334,279,152
12579,2010_000193,0,aeroplane,499,1,293,40
